,problem,structure,n_variables,repetition
3597,commDet,cycle_topology,89,1.0
3598,commDet,random_topology,89,1.0
3599,commDet,star_topology,89,2.0
3600,commDet,2d_grid_topology,89,2.0
3601,commDet,cycle_topology,89,2.0
3602,commDet,random_topology,89,2.0
3603,commDet,star_topology,89,3.0
3604,commDet,2d_grid_topology,89,3.0
3605,commDet,cycle_topology,89,3.0
3606,commDet,random_topology,89,3.0
3607,commDet,star_topology,89,4.0
3608,commDet,2d_grid_topology,89,4.0
3609,commDet,cycle_topology,89,4.0
3610,commDet,random_topology,89,4.0
3611,maxClique,star_topology,89,0.0
3612,maxClique,2d_grid_topology,89,0.0
3613,maxClique,cycle_topology,89,0.0
3614,maxClique,random_topology,89,0.0
3615,maxClique,star_topology,89,1.0
3616,maxClique,2d_grid_topology,89,1.0
3617,maxClique,cycle_topology,89,1.0
3618,maxClique,random_topology,89,1.0
3619,maxClique,star_topology,89,2.0
3620,maxClique,2d_grid_topology,89,2.0
3621,maxClique,cycle_topology,89,2.0
3622,maxClique,random_topology,89,2.0
3623,maxClique,star_topology,89,3.0
3624,maxClique,2d_grid_topology,89,3.0
3625,maxClique,cycle_topology,89,3.0
3626,maxClique,random_topology,89,3.0
3627,maxClique,star_topology,89,4.0
3628,maxClique,2d_grid_topology,89,4.0
3629,maxClique,cycle_topology,89,4.0
3630,maxClique,random_topology,89,4.0
3631,maxCut,star_topology,89,0.0
3632,maxCut,2d_grid_topology,89,0.0
3633,maxCut,cycle_topology,89,0.0
3634,maxCut,random_topology,89,0.0
3635,maxCut,star_topology,89,1.0
3636,maxCut,2d_grid_topology,89,1.0
3637,maxCut,cycle_topology,89,1.0
3638,maxCut,random_topology,89,1.0
3639,maxCut,star_topology,89,2.0
3640,maxCut,2d_grid_topology,89,2.0
3641,maxCut,cycle_topology,89,2.0
3642,maxCut,random_topology,89,2.0
3643,maxCut,star_topology,89,3.0
3644,maxCut,2d_grid_topology,89,3.0
3645,maxCut,cycle_topology,89,3.0
3646,maxCut,random_topology,89,3.0
3647,maxCut,star_topology,89,4.0
3648,maxCut,2d_grid_topology,89,4.0
3649,maxCut,cycle_topology,89,4.0
3650,maxCut,random_topology,89,4.0
3651,mis,star_topology,89,0.0
3652,mis,2d_grid_topology,89,0.0
3653,mis,cycle_topology,89,0.0
3654,mis,random_topology,89,0.0
3655,mis,star_topology,89,1.0
3656,mis,2d_grid_topology,89,1.0
3657,mis,cycle_topology,89,1.0
3658,mis,random_topology,89,1.0
3659,mis,star_topology,89,2.0
3660,mis,2d_grid_topology,89,2.0
3661,mis,cycle_topology,89,2.0
3662,mis,random_topology,89,2.0
3663,mis,star_topology,89,3.0
3664,mis,2d_grid_topology,89,3.0
3665,mis,cycle_topology,89,3.0
3666,mis,random_topology,89,3.0
3667,mis,star_topology,89,4.0
3668,mis,2d_grid_topology,89,4.0
3669,mis,cycle_topology,89,4.0
3670,mis,random_topology,89,4.0
3671,mvc,star_topology,89,0.0
3672,mvc,2d_grid_topology,89,0.0
3673,mvc,cycle_topology,89,0.0
3674,mvc,random_topology,89,0.0
3675,mvc,star_topology,89,1.0
3676,mvc,2d_grid_topology,89,1.0
3677,mvc,cycle_topology,89,1.0
3678,mvc,random_topology,89,1.0
3679,mvc,star_topology,89,2.0
3680,mvc,2d_grid_topology,89,2.0
3681,mvc,cycle_topology,89,2.0
3682,mvc,random_topology,89,2.0
3683,mvc,star_topology,89,3.0
3684,mvc,2d_grid_topology,89,3.0
3685,mvc,cycle_topology,89,3.0
3686,mvc,random_topology,89,3.0
3687,mvc,star_topology,89,4.0
3688,mvc,2d_grid_topology,89,4.0
3689,mvc,cycle_topology,89,4.0
3690,mvc,random_topology,89,4.0
3691,setPack,steps,89,0.0
3692,setPack,disjoint_rows,89,0.0
3693,setPack,almost_diagonal,89,0.0
3694,setPack,random,89,0.0
3695,setPack,steps,89,1.0
3696,setPack,disjoint_rows,89,1.0
3697,setPack,almost_diagonal,89,1.0
3698,setPack,random,89,1.0
3699,setPack,steps,89,2.0
3700,setPack,disjoint_rows,89,2.0
3701,setPack,almost_diagonal,89,2.0
3702,setPack,random,89,2.0
3703,setPack,steps,89,3.0
3704,setPack,disjoint_rows,89,3.0
3705,setPack,almost_diagonal,89,3.0
3706,setPack,random,89,3.0
3707,setPack,steps,89,4.0
3708,setPack,disjoint_rows,89,4.0
3709,setPack,almost_diagonal,89,4.0
3710,setPack,random,89,4.0
3711,FeatSelect,gisette_n90_k18,90,150.0
3712,FeatSelect,Bioresponse_n90_k19,90,151.0
3713,FeatSelect,USPS_n90_k20,90,152.0
3714,FeatSelect,isolet_n90_k21,90,153.0
3715,FeatSelect,gisette_n90_k22,90,154.0
3716,NumPart,1 to n,90,0.0
3717,NumPart,uniform,90,0.0
3718,NumPart,geometric,90,0.0
3719,NumPart,poisson,90,0.0
3720,NumPart,1 to n,90,1.0
3721,NumPart,uniform,90,1.0
3722,NumPart,geometric,90,1.0
3723,NumPart,poisson,90,1.0
3724,NumPart,1 to n,90,2.0
3725,NumPart,uniform,90,2.0
3726,NumPart,geometric,90,2.0
3727,NumPart,poisson,90,2.0
3728,NumPart,1 to n,90,3.0
3729,NumPart,uniform,90,3.0
3730,NumPart,geometric,90,3.0
3731,NumPart,poisson,90,3.0
3732,NumPart,1 to n,90,4.0
3733,NumPart,uniform,90,4.0
3734,NumPart,geometric,90,4.0
3735,NumPart,poisson,90,4.0
3736,QKnap,diagonal,90,0.0
3737,QKnap,almost_diagonal,90,0.0
3738,QKnap,enlarged_diagonal,90,0.0
3739,QKnap,random,90,0.0
3740,QKnap,diagonal,90,1.0
3741,QKnap,almost_diagonal,90,1.0
3742,QKnap,enlarged_diagonal,90,1.0
3743,QKnap,random,90,1.0
3744,QKnap,diagonal,90,2.0
3745,QKnap,almost_diagonal,90,2.0
3746,QKnap,enlarged_diagonal,90,2.0
3747,QKnap,random,90,2.0
3748,QKnap,diagonal,90,3.0
3749,QKnap,almost_diagonal,90,3.0
3750,QKnap,enlarged_diagonal,90,3.0
3751,QKnap,random,90,3.0
3752,QKnap,diagonal,90,4.0
3753,QKnap,almost_diagonal,90,4.0
3754,QKnap,enlarged_diagonal,90,4.0
3755,QKnap,random,90,4.0
3756,commDet,star_topology,90,0.0
3757,commDet,2d_grid_topology,90,0.0
3758,commDet,cycle_topology,90,0.0
3759,commDet,random_topology,90,0.0
3760,commDet,star_topology,90,1.0
3761,commDet,2d_grid_topology,90,1.0
3762,commDet,cycle_topology,90,1.0
3763,commDet,random_topology,90,1.0
3764,commDet,star_topology,90,2.0
3765,commDet,2d_grid_topology,90,2.0
3766,commDet,cycle_topology,90,2.0
3767,commDet,random_topology,90,2.0
3768,commDet,star_topology,90,3.0
3769,commDet,2d_grid_topology,90,3.0
3770,commDet,cycle_topology,90,3.0
3771,commDet,random_topology,90,3.0
3772,commDet,star_topology,90,4.0
3773,commDet,2d_grid_topology,90,4.0
3774,commDet,cycle_topology,90,4.0
3775,commDet,random_topology,90,4.0
3776,maxClique,star_topology,90,0.0
3777,maxClique,2d_grid_topology,90,0.0
3778,maxClique,cycle_topology,90,0.0
3779,maxClique,random_topology,90,0.0
3780,maxClique,star_topology,90,1.0
3781,maxClique,2d_grid_topology,90,1.0
3782,maxClique,cycle_topology,90,1.0
3783,maxClique,random_topology,90,1.0
3784,maxClique,star_topology,90,2.0
3785,maxClique,2d_grid_topology,90,2.0
3786,maxClique,cycle_topology,90,2.0
3787,maxClique,random_topology,90,2.0
3788,maxClique,star_topology,90,3.0
3789,maxClique,2d_grid_topology,90,3.0
3790,maxClique,cycle_topology,90,3.0
3791,maxClique,random_topology,90,3.0
3792,maxClique,star_topology,90,4.0
3793,maxClique,2d_grid_topology,90,4.0
3794,maxClique,cycle_topology,90,4.0
3795,maxClique,random_topology,90,4.0
3796,maxCut,star_topology,90,0.0
3797,maxCut,2d_grid_topology,90,0.0
3798,maxCut,cycle_topology,90,0.0
3799,maxCut,random_topology,90,0.0
3800,maxCut,star_topology,90,1.0
3801,maxCut,2d_grid_topology,90,1.0
3802,maxCut,cycle_topology,90,1.0
3803,maxCut,random_topology,90,1.0
3804,maxCut,star_topology,90,2.0
3805,maxCut,2d_grid_topology,90,2.0
3806,maxCut,cycle_topology,90,2.0
3807,maxCut,random_topology,90,2.0
3808,maxCut,star_topology,90,3.0
3809,maxCut,2d_grid_topology,90,3.0
3810,maxCut,cycle_topology,90,3.0
3811,maxCut,random_topology,90,3.0
3812,maxCut,star_topology,90,4.0
3813,maxCut,2d_grid_topology,90,4.0
3814,maxCut,cycle_topology,90,4.0
3815,maxCut,random_topology,90,4.0
3816,mis,star_topology,90,0.0
3817,mis,2d_grid_topology,90,0.0
3818,mis,cycle_topology,90,0.0
3819,mis,random_topology,90,0.0
3820,mis,star_topology,90,1.0
3821,mis,2d_grid_topology,90,1.0
3822,mis,cycle_topology,90,1.0
3823,mis,random_topology,90,1.0
3824,mis,star_topology,90,2.0
3825,mis,2d_grid_topology,90,2.0
3826,mis,cycle_topology,90,2.0
3827,mis,random_topology,90,2.0
3828,mis,star_topology,90,3.0
3829,mis,2d_grid_topology,90,3.0
3830,mis,cycle_topology,90,3.0
3831,mis,random_topology,90,3.0
3832,mis,star_topology,90,4.0
3833,mis,2d_grid_topology,90,4.0
3834,mis,cycle_topology,90,4.0
3835,mis,random_topology,90,4.0
3836,mvc,star_topology,90,0.0
3837,mvc,2d_grid_topology,90,0.0
3838,mvc,cycle_topology,90,0.0
3839,mvc,random_topology,90,0.0
3840,mvc,star_topology,90,1.0
3841,mvc,2d_grid_topology,90,1.0
3842,mvc,cycle_topology,90,1.0
3843,mvc,random_topology,90,1.0
3844,mvc,star_topology,90,2.0
3845,mvc,2d_grid_topology,90,2.0
3846,mvc,cycle_topology,90,2.0
3847,mvc,random_topology,90,2.0
3848,mvc,star_topology,90,3.0
3849,mvc,2d_grid_topology,90,3.0
3850,mvc,cycle_topology,90,3.0
3851,mvc,random_topology,90,3.0
3852,mvc,star_topology,90,4.0
3853,mvc,2d_grid_topology,90,4.0
3854,mvc,cycle_topology,90,4.0
3855,mvc,random_topology,90,4.0
3856,setPack,steps,90,0.0
3857,setPack,disjoint_rows,90,0.0
3858,setPack,almost_diagonal,90,0.0
3859,setPack,random,90,0.0
3860,setPack,steps,90,1.0
3861,setPack,disjoint_rows,90,1.0
3862,setPack,almost_diagonal,90,1.0
3863,setPack,random,90,1.0
3864,setPack,steps,90,2.0
3865,setPack,disjoint_rows,90,2.0
3866,setPack,almost_diagonal,90,2.0
3867,setPack,random,90,2.0
3868,setPack,steps,90,3.0
3869,setPack,disjoint_rows,90,3.0
3870,setPack,almost_diagonal,90,3.0
3871,setPack,random,90,3.0
3872,setPack,steps,90,4.0
3873,setPack,disjoint_rows,90,4.0
3874,setPack,almost_diagonal,90,4.0
3875,setPack,random,90,4.0
3876,FeatSelect,Bioresponse_n91_k18,91,155.0
3877,FeatSelect,USPS_n91_k19,91,156.0
3878,FeatSelect,isolet_n91_k20,91,157.0
3879,FeatSelect,gisette_n91_k21,91,158.0
3880,FeatSelect,Bioresponse_n91_k22,91,159.0
3881,NumPart,1 to n,91,0.0
3882,NumPart,uniform,91,0.0
3883,NumPart,geometric,91,0.0
3884,NumPart,poisson,91,0.0
3885,NumPart,1 to n,91,1.0
3886,NumPart,uniform,91,1.0
3887,NumPart,geometric,91,1.0
3888,NumPart,poisson,91,1.0
3889,NumPart,1 to n,91,2.0
3890,NumPart,uniform,91,2.0
3891,NumPart,geometric,91,2.0
3892,NumPart,poisson,91,2.0
3893,NumPart,1 to n,91,3.0
3894,NumPart,uniform,91,3.0
3895,NumPart,geometric,91,3.0
3896,NumPart,poisson,91,3.0
3897,NumPart,1 to n,91,4.0
3898,NumPart,uniform,91,4.0
3899,NumPart,geometric,91,4.0
3900,NumPart,poisson,91,4.0
3901,QKnap,diagonal,91,0.0
3902,QKnap,almost_diagonal,91,0.0
3903,QKnap,enlarged_diagonal,91,0.0
3904,QKnap,random,91,0.0
3905,QKnap,diagonal,91,1.0
3906,QKnap,almost_diagonal,91,1.0
3907,QKnap,enlarged_diagonal,91,1.0
3908,QKnap,random,91,1.0
3909,QKnap,diagonal,91,2.0
3910,QKnap,almost_diagonal,91,2.0
3911,QKnap,enlarged_diagonal,91,2.0
3912,QKnap,random,91,2.0
3913,QKnap,diagonal,91,3.0
3914,QKnap,almost_diagonal,91,3.0
3915,QKnap,enlarged_diagonal,91,3.0
3916,QKnap,random,91,3.0
3917,QKnap,diagonal,91,4.0
3918,QKnap,almost_diagonal,91,4.0
3919,QKnap,enlarged_diagonal,91,4.0
3920,QKnap,random,91,4.0
3921,commDet,star_topology,91,0.0
3922,commDet,2d_grid_topology,91,0.0
3923,commDet,cycle_topology,91,0.0
3924,commDet,random_topology,91,0.0
3925,commDet,star_topology,91,1.0
3926,commDet,2d_grid_topology,91,1.0
3927,commDet,cycle_topology,91,1.0
3928,commDet,random_topology,91,1.0
3929,commDet,star_topology,91,2.0
3930,commDet,2d_grid_topology,91,2.0
3931,commDet,cycle_topology,91,2.0
3932,commDet,random_topology,91,2.0
3933,commDet,star_topology,91,3.0
3934,commDet,2d_grid_topology,91,3.0
3935,commDet,cycle_topology,91,3.0
3936,commDet,random_topology,91,3.0
3937,commDet,star_topology,91,4.0
3938,commDet,2d_grid_topology,91,4.0
3939,commDet,cycle_topology,91,4.0
3940,commDet,random_topology,91,4.0
3941,maxClique,star_topology,91,0.0
3942,maxClique,2d_grid_topology,91,0.0
3943,maxClique,cycle_topology,91,0.0
3944,maxClique,random_topology,91,0.0
3945,maxClique,star_topology,91,1.0
3946,maxClique,2d_grid_topology,91,1.0
3947,maxClique,cycle_topology,91,1.0
3948,maxClique,random_topology,91,1.0
3949,maxClique,star_topology,91,2.0
3950,maxClique,2d_grid_topology,91,2.0
3951,maxClique,cycle_topology,91,2.0
3952,maxClique,random_topology,91,2.0
3953,maxClique,star_topology,91,3.0
3954,maxClique,2d_grid_topology,91,3.0
3955,maxClique,cycle_topology,91,3.0
3956,maxClique,random_topology,91,3.0
3957,maxClique,star_topology,91,4.0
3958,maxClique,2d_grid_topology,91,4.0
3959,maxClique,cycle_topology,91,4.0
3960,maxClique,random_topology,91,4.0
3961,maxCut,star_topology,91,0.0
3962,maxCut,2d_grid_topology,91,0.0
3963,maxCut,cycle_topology,91,0.0
3964,maxCut,random_topology,91,0.0
3965,maxCut,star_topology,91,1.0
3966,maxCut,2d_grid_topology,91,1.0
3967,maxCut,cycle_topology,91,1.0
3968,maxCut,random_topology,91,1.0
3969,maxCut,star_topology,91,2.0
3970,maxCut,2d_grid_topology,91,2.0
3971,maxCut,cycle_topology,91,2.0
3972,maxCut,random_topology,91,2.0
3973,maxCut,star_topology,91,3.0
3974,maxCut,2d_grid_topology,91,3.0
3975,maxCut,cycle_topology,91,3.0
3976,maxCut,random_topology,91,3.0
3977,maxCut,star_topology,91,4.0
3978,maxCut,2d_grid_topology,91,4.0
3979,maxCut,cycle_topology,91,4.0
3980,maxCut,random_topology,91,4.0
3981,mis,star_topology,91,0.0
3982,mis,2d_grid_topology,91,0.0
3983,mis,cycle_topology,91,0.0
3984,mis,random_topology,91,0.0
3985,mis,star_topology,91,1.0
3986,mis,2d_grid_topology,91,1.0
3987,mis,cycle_topology,91,1.0
3988,mis,random_topology,91,1.0
3989,mis,star_topology,91,2.0
3990,mis,2d_grid_topology,91,2.0
3991,mis,cycle_topology,91,2.0
3992,mis,random_topology,91,2.0
3993,mis,star_topology,91,3.0
3994,mis,2d_grid_topology,91,3.0
3995,mis,cycle_topology,91,3.0
3996,mis,random_topology,91,3.0
3997,mis,star_topology,91,4.0
3998,mis,2d_grid_topology,91,4.0
3999,mis,cycle_topology,91,4.0
4000,mis,random_topology,91,4.0
4001,mvc,star_topology,91,0.0
4002,mvc,2d_grid_topology,91,0.0
4003,mvc,cycle_topology,91,0.0
4004,mvc,random_topology,91,0.0
4005,mvc,star_topology,91,1.0
4006,mvc,2d_grid_topology,91,1.0
4007,mvc,cycle_topology,91,1.0
4008,mvc,random_topology,91,1.0
4009,mvc,star_topology,91,2.0
4010,mvc,2d_grid_topology,91,2.0
4011,mvc,cycle_topology,91,2.0
4012,mvc,random_topology,91,2.0
4013,mvc,star_topology,91,3.0
4014,mvc,2d_grid_topology,91,3.0
4015,mvc,cycle_topology,91,3.0
4016,mvc,random_topology,91,3.0
4017,mvc,star_topology,91,4.0
4018,mvc,2d_grid_topology,91,4.0
4019,mvc,cycle_topology,91,4.0
4020,mvc,random_topology,91,4.0
4021,setPack,steps,91,0.0
4022,setPack,disjoint_rows,91,0.0
4023,setPack,almost_diagonal,91,0.0
4024,setPack,random,91,0.0
4025,setPack,steps,91,1.0
4026,setPack,disjoint_rows,91,1.0
4027,setPack,almost_diagonal,91,1.0
4028,setPack,random,91,1.0
4029,setPack,steps,91,2.0
4030,setPack,disjoint_rows,91,2.0
4031,setPack,almost_diagonal,91,2.0
4032,setPack,random,91,2.0
4033,setPack,steps,91,3.0
4034,setPack,disjoint_rows,91,3.0
4035,setPack,almost_diagonal,91,3.0
4036,setPack,random,91,3.0
4037,setPack,steps,91,4.0
4038,setPack,disjoint_rows,91,4.0
4039,setPack,almost_diagonal,91,4.0
4040,setPack,random,91,4.0
4041,FeatSelect,USPS_n92_k18,92,160.0
4042,FeatSelect,isolet_n92_k19,92,161.0
4043,FeatSelect,gisette_n92_k20,92,162.0
4044,FeatSelect,Bioresponse_n92_k21,92,163.0
4045,FeatSelect,USPS_n92_k22,92,164.0
4046,NumPart,1 to n,92,0.0
4047,NumPart,uniform,92,0.0
4048,NumPart,geometric,92,0.0
4049,NumPart,poisson,92,0.0
4050,NumPart,1 to n,92,1.0
4051,NumPart,uniform,92,1.0
4052,NumPart,geometric,92,1.0
4053,NumPart,poisson,92,1.0
4054,NumPart,1 to n,92,2.0
4055,NumPart,uniform,92,2.0
4056,NumPart,geometric,92,2.0
4057,NumPart,poisson,92,2.0
4058,NumPart,1 to n,92,3.0
4059,NumPart,uniform,92,3.0
4060,NumPart,geometric,92,3.0
4061,NumPart,poisson,92,3.0
4062,NumPart,1 to n,92,4.0
4063,NumPart,uniform,92,4.0
4064,NumPart,geometric,92,4.0
4065,NumPart,poisson,92,4.0
4066,QKnap,diagonal,92,0.0
4067,QKnap,almost_diagonal,92,0.0
4068,QKnap,enlarged_diagonal,92,0.0
4069,QKnap,random,92,0.0
4070,QKnap,diagonal,92,1.0
4071,QKnap,almost_diagonal,92,1.0
4072,QKnap,enlarged_diagonal,92,1.0
4073,QKnap,random,92,1.0
4074,QKnap,diagonal,92,2.0
4075,QKnap,almost_diagonal,92,2.0
4076,QKnap,enlarged_diagonal,92,2.0
4077,QKnap,random,92,2.0
4078,QKnap,diagonal,92,3.0
4079,QKnap,almost_diagonal,92,3.0
4080,QKnap,enlarged_diagonal,92,3.0
4081,QKnap,random,92,3.0
4082,QKnap,diagonal,92,4.0
4083,QKnap,almost_diagonal,92,4.0
4084,QKnap,enlarged_diagonal,92,4.0
4085,QKnap,random,92,4.0
4086,commDet,star_topology,92,0.0
4087,commDet,2d_grid_topology,92,0.0
4088,commDet,cycle_topology,92,0.0
4089,commDet,random_topology,92,0.0
4090,commDet,star_topology,92,1.0
4091,commDet,2d_grid_topology,92,1.0
4092,commDet,cycle_topology,92,1.0
4093,commDet,random_topology,92,1.0
4094,commDet,star_topology,92,2.0
4095,commDet,2d_grid_topology,92,2.0
4096,commDet,cycle_topology,92,2.0
4097,commDet,random_topology,92,2.0
4098,commDet,star_topology,92,3.0
4099,commDet,2d_grid_topology,92,3.0
4100,commDet,cycle_topology,92,3.0
4101,commDet,random_topology,92,3.0
4102,commDet,star_topology,92,4.0
4103,commDet,2d_grid_topology,92,4.0
4104,commDet,cycle_topology,92,4.0
4105,commDet,random_topology,92,4.0
4106,maxClique,star_topology,92,0.0
4107,maxClique,2d_grid_topology,92,0.0
4108,maxClique,cycle_topology,92,0.0
4109,maxClique,random_topology,92,0.0
4110,maxClique,star_topology,92,1.0
4111,maxClique,2d_grid_topology,92,1.0
4112,maxClique,cycle_topology,92,1.0
4113,maxClique,random_topology,92,1.0
4114,maxClique,star_topology,92,2.0
4115,maxClique,2d_grid_topology,92,2.0
4116,maxClique,cycle_topology,92,2.0
4117,maxClique,random_topology,92,2.0
4118,maxClique,star_topology,92,3.0
4119,maxClique,2d_grid_topology,92,3.0
4120,maxClique,cycle_topology,92,3.0
4121,maxClique,random_topology,92,3.0
4122,maxClique,star_topology,92,4.0
4123,maxClique,2d_grid_topology,92,4.0
4124,maxClique,cycle_topology,92,4.0
4125,maxClique,random_topology,92,4.0
4126,maxCut,star_topology,92,0.0
4127,maxCut,2d_grid_topology,92,0.0
4128,maxCut,cycle_topology,92,0.0
4129,maxCut,random_topology,92,0.0
4130,maxCut,star_topology,92,1.0
4131,maxCut,2d_grid_topology,92,1.0
4132,maxCut,cycle_topology,92,1.0
4133,maxCut,random_topology,92,1.0
4134,maxCut,star_topology,92,2.0
4135,maxCut,2d_grid_topology,92,2.0
4136,maxCut,cycle_topology,92,2.0
4137,maxCut,random_topology,92,2.0
4138,maxCut,star_topology,92,3.0
4139,maxCut,2d_grid_topology,92,3.0
4140,maxCut,cycle_topology,92,3.0
4141,maxCut,random_topology,92,3.0
4142,maxCut,star_topology,92,4.0
4143,maxCut,2d_grid_topology,92,4.0
4144,maxCut,cycle_topology,92,4.0
4145,maxCut,random_topology,92,4.0
4146,mis,star_topology,92,0.0
4147,mis,2d_grid_topology,92,0.0
4148,mis,cycle_topology,92,0.0
4149,mis,random_topology,92,0.0
4150,mis,star_topology,92,1.0
4151,mis,2d_grid_topology,92,1.0
4152,mis,cycle_topology,92,1.0
4153,mis,random_topology,92,1.0
4154,mis,star_topology,92,2.0
4155,mis,2d_grid_topology,92,2.0
4156,mis,cycle_topology,92,2.0
4157,mis,random_topology,92,2.0
4158,mis,star_topology,92,3.0
4159,mis,2d_grid_topology,92,3.0
4160,mis,cycle_topology,92,3.0
4161,mis,random_topology,92,3.0
4162,mis,star_topology,92,4.0
4163,mis,2d_grid_topology,92,4.0
4164,mis,cycle_topology,92,4.0
4165,mis,random_topology,92,4.0
4166,mvc,star_topology,92,0.0
4167,mvc,2d_grid_topology,92,0.0
4168,mvc,cycle_topology,92,0.0
4169,mvc,random_topology,92,0.0
4170,mvc,star_topology,92,1.0
4171,mvc,2d_grid_topology,92,1.0
4172,mvc,cycle_topology,92,1.0
4173,mvc,random_topology,92,1.0
4174,mvc,star_topology,92,2.0
4175,mvc,2d_grid_topology,92,2.0
4176,mvc,cycle_topology,92,2.0
4177,mvc,random_topology,92,2.0
4178,mvc,star_topology,92,3.0
4179,mvc,2d_grid_topology,92,3.0
4180,mvc,cycle_topology,92,3.0
4181,mvc,random_topology,92,3.0
4182,mvc,star_topology,92,4.0
4183,mvc,2d_grid_topology,92,4.0
4184,mvc,cycle_topology,92,4.0
4185,mvc,random_topology,92,4.0
4186,setPack,steps,92,0.0
4187,setPack,disjoint_rows,92,0.0
4188,setPack,almost_diagonal,92,0.0
4189,setPack,random,92,0.0
4190,setPack,steps,92,1.0
4191,setPack,disjoint_rows,92,1.0
4192,setPack,almost_diagonal,92,1.0
4193,setPack,random,92,1.0
4194,setPack,steps,92,2.0
4195,setPack,disjoint_rows,92,2.0
4196,setPack,almost_diagonal,92,2.0
4197,setPack,random,92,2.0
4198,setPack,steps,92,3.0
4199,setPack,disjoint_rows,92,3.0
4200,setPack,almost_diagonal,92,3.0
4201,setPack,random,92,3.0
4202,setPack,steps,92,4.0
4203,setPack,disjoint_rows,92,4.0
4204,setPack,almost_diagonal,92,4.0
4205,setPack,random,92,4.0
4206,FeatSelect,isolet_n93_k18,93,165.0
4207,FeatSelect,gisette_n93_k19,93,166.0
4208,FeatSelect,Bioresponse_n93_k20,93,167.0
4209,FeatSelect,USPS_n93_k21,93,168.0
4210,FeatSelect,isolet_n93_k22,93,169.0
4211,NumPart,1 to n,93,0.0
4212,NumPart,uniform,93,0.0
4213,NumPart,geometric,93,0.0
4214,NumPart,poisson,93,0.0
4215,NumPart,1 to n,93,1.0
4216,NumPart,uniform,93,1.0
4217,NumPart,geometric,93,1.0
4218,NumPart,poisson,93,1.0
4219,NumPart,1 to n,93,2.0
4220,NumPart,uniform,93,2.0
4221,NumPart,geometric,93,2.0
4222,NumPart,poisson,93,2.0
4223,NumPart,1 to n,93,3.0
4224,NumPart,uniform,93,3.0
4225,NumPart,geometric,93,3.0
4226,NumPart,poisson,93,3.0
4227,NumPart,1 to n,93,4.0
4228,NumPart,uniform,93,4.0
4229,NumPart,geometric,93,4.0
4230,NumPart,poisson,93,4.0
4231,QKnap,diagonal,93,0.0
4232,QKnap,almost_diagonal,93,0.0
4233,QKnap,enlarged_diagonal,93,0.0
4234,QKnap,random,93,0.0
4235,QKnap,diagonal,93,1.0
4236,QKnap,almost_diagonal,93,1.0
4237,QKnap,enlarged_diagonal,93,1.0
4238,QKnap,random,93,1.0
4239,QKnap,diagonal,93,2.0
4240,QKnap,almost_diagonal,93,2.0
4241,QKnap,enlarged_diagonal,93,2.0
4242,QKnap,random,93,2.0
4243,QKnap,diagonal,93,3.0
4244,QKnap,almost_diagonal,93,3.0
4245,QKnap,enlarged_diagonal,93,3.0
4246,QKnap,random,93,3.0
4247,QKnap,diagonal,93,4.0
4248,QKnap,almost_diagonal,93,4.0
4249,QKnap,enlarged_diagonal,93,4.0
4250,QKnap,random,93,4.0
4251,commDet,star_topology,93,0.0
4252,commDet,2d_grid_topology,93,0.0
4253,commDet,cycle_topology,93,0.0
4254,commDet,random_topology,93,0.0
4255,commDet,star_topology,93,1.0
4256,commDet,2d_grid_topology,93,1.0
4257,commDet,cycle_topology,93,1.0
4258,commDet,random_topology,93,1.0
4259,commDet,star_topology,93,2.0
4260,commDet,2d_grid_topology,93,2.0
4261,commDet,cycle_topology,93,2.0
4262,commDet,random_topology,93,2.0
4263,commDet,star_topology,93,3.0
4264,commDet,2d_grid_topology,93,3.0
4265,commDet,cycle_topology,93,3.0
4266,commDet,random_topology,93,3.0
4267,commDet,star_topology,93,4.0
4268,commDet,2d_grid_topology,93,4.0
4269,commDet,cycle_topology,93,4.0
4270,commDet,random_topology,93,4.0
4271,maxClique,star_topology,93,0.0
4272,maxClique,2d_grid_topology,93,0.0
4273,maxClique,cycle_topology,93,0.0
4274,maxClique,random_topology,93,0.0
4275,maxClique,star_topology,93,1.0
4276,maxClique,2d_grid_topology,93,1.0
4277,maxClique,cycle_topology,93,1.0
4278,maxClique,random_topology,93,1.0
4279,maxClique,star_topology,93,2.0
4280,maxClique,2d_grid_topology,93,2.0
4281,maxClique,cycle_topology,93,2.0
4282,maxClique,random_topology,93,2.0
4283,maxClique,star_topology,93,3.0
4284,maxClique,2d_grid_topology,93,3.0
4285,maxClique,cycle_topology,93,3.0
4286,maxClique,random_topology,93,3.0
4287,maxClique,star_topology,93,4.0
4288,maxClique,2d_grid_topology,93,4.0
4289,maxClique,cycle_topology,93,4.0
4290,maxClique,random_topology,93,4.0
4291,maxCut,star_topology,93,0.0
4292,maxCut,2d_grid_topology,93,0.0
4293,maxCut,cycle_topology,93,0.0
4294,maxCut,random_topology,93,0.0
4295,maxCut,star_topology,93,1.0
4296,maxCut,2d_grid_topology,93,1.0
4297,maxCut,cycle_topology,93,1.0
4298,maxCut,random_topology,93,1.0
4299,maxCut,star_topology,93,2.0
4300,maxCut,2d_grid_topology,93,2.0
4301,maxCut,cycle_topology,93,2.0
4302,maxCut,random_topology,93,2.0
4303,maxCut,star_topology,93,3.0
4304,maxCut,2d_grid_topology,93,3.0
4305,maxCut,cycle_topology,93,3.0
4306,maxCut,random_topology,93,3.0
4307,maxCut,star_topology,93,4.0
